observed_on,scientific_name,common_name,taxon_order_name,taxon_family_name
6/21/2017,Limenitis lorquini,Lorquin's Admiral,Lepidoptera,Nymphalidae
6/25/2017,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
7/3/2017,Polyergus mexicanus,Western Amazon Ant,Hymenoptera,Formicidae
7/4/2017,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
7/4/2017,Satyrium californica,California Hairstreak,Lepidoptera,Lycaenidae
7/4/2017,Tharsalea arota,Tailed Copper,Lepidoptera,Lycaenidae
7/4/2017,Vanessa cardui,Painted Lady,Lepidoptera,Nymphalidae
7/4/2017,Ochlodes sylvanoides,Woodland Skipper,Lepidoptera,Hesperiidae
7/4/2017,Euphilotes enoptes,Dotted Blue,Lepidoptera,Lycaenidae
7/4/2017,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae
7/5/2017,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
7/5/2017,Chrysochus cobaltinus,Cobalt Milkweed Beetle,Coleoptera,Chrysomelidae
7/5/2017,Phyciodes pulchella,Field Crescent,Lepidoptera,Nymphalidae
7/6/2017,Vanessa cardui,Painted Lady,Lepidoptera,Nymphalidae
7/7/2017,Cosmopepla conspicillaris,Hedge Nettle Stink Bug,Hemiptera,Pentatomidae
7/8/2017,Epargyreus clarus,Silver-spotted Skipper,Lepidoptera,Hesperiidae
7/8/2017,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
7/8/2017,Libellula pulchella,Twelve-spotted Skimmer,Odonata,Libellulidae
7/8/2017,Sympetrum corruptum,Variegated Meadowhawk,Odonata,Libellulidae
7/8/2017,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae
7/8/2017,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
7/8/2017,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
7/8/2017,Phyciodes mylitta,Mylitta Crescent,Lepidoptera,Nymphalidae
7/8/2017,Phyciodes mylitta,Mylitta Crescent,Lepidoptera,Nymphalidae
7/8/2017,Satyrium californica,California Hairstreak,Lepidoptera,Lycaenidae
7/8/2017,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
7/8/2017,Danaus plexippus,Monarch,Lepidoptera,Nymphalidae
7/8/2017,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
7/8/2017,Satyrium californica,California Hairstreak,Lepidoptera,Lycaenidae
7/8/2017,Libellula pulchella,Twelve-spotted Skimmer,Odonata,Libellulidae
7/8/2017,Diabrotica undecimpunctata,Spotted Cucumber Beetle,Coleoptera,Chrysomelidae
7/8/2017,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
7/8/2017,Tramea lacerata,Black Saddlebags,Odonata,Libellulidae
7/8/2017,Danaus plexippus,Monarch,Lepidoptera,Nymphalidae
7/8/2017,Libellula quadrimaculata,Four-spotted Skimmer,Odonata,Libellulidae
7/9/2017,Argynnis mormonia,Mormon Fritillary,Lepidoptera,Nymphalidae
7/9/2017,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
7/9/2017,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae
7/9/2017,Microphotus angustus,California Pink Glowworm,Coleoptera,Lampyridae
7/9/2017,Sympetrum illotum,Cardinal Meadowhawk,Odonata,Libellulidae
7/9/2017,Vanessa virginiensis,American Lady,Lepidoptera,Nymphalidae
7/9/2017,Colias eurytheme,Orange Sulphur,Lepidoptera,Pieridae
7/9/2017,Phyciodes mylitta,Mylitta Crescent,Lepidoptera,Nymphalidae
7/9/2017,Satyrium californica,California Hairstreak,Lepidoptera,Lycaenidae
7/9/2017,Libellula pulchella,Twelve-spotted Skimmer,Odonata,Libellulidae
7/9/2017,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
7/9/2017,Icaricia acmon,Acmon Blue,Lepidoptera,Lycaenidae
7/9/2017,Octogomphus specularis,Grappletail,Odonata,Gomphidae
7/9/2017,Vanessa virginiensis,American Lady,Lepidoptera,Nymphalidae
7/9/2017,Colias eurytheme,Orange Sulphur,Lepidoptera,Pieridae
7/9/2017,Phyciodes mylitta,Mylitta Crescent,Lepidoptera,Nymphalidae
7/9/2017,Tharsalea arota,Tailed Copper,Lepidoptera,Lycaenidae
7/10/2017,Lethocerus americanus,American Giant Water Bug,Hemiptera,Belostomatidae
7/12/2017,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
7/13/2017,Pseudohemihyalea edwardsii,Edwards' Glassy-wing Moth,Lepidoptera,Erebidae
7/13/2017,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
7/13/2017,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
7/16/2017,Pediacus stephani,,Coleoptera,Cucujidae
7/17/2017,Papilio zelicaon,Anise Swallowtail,Lepidoptera,Papilionidae
7/18/2017,Libellula quadrimaculata,Four-spotted Skimmer,Odonata,Libellulidae
7/19/2017,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
7/19/2017,Danaus plexippus,Monarch,Lepidoptera,Nymphalidae
7/20/2017,Danaus plexippus,Monarch,Lepidoptera,Nymphalidae
7/21/2017,Ochlodes sylvanoides,Woodland Skipper,Lepidoptera,Hesperiidae
7/21/2017,Vanessa virginiensis,American Lady,Lepidoptera,Nymphalidae
7/21/2017,Argynnis hydaspe,Hydaspe Fritillary,Lepidoptera,Nymphalidae
7/21/2017,Limenitis lorquini,Lorquin's Admiral,Lepidoptera,Nymphalidae
7/21/2017,Argynnis egleis,Great Basin Fritillary,Lepidoptera,Nymphalidae
7/21/2017,Libellula quadrimaculata,Four-spotted Skimmer,Odonata,Libellulidae
7/21/2017,Callinicus pollenius,,Diptera,Asilidae
7/21/2017,Polites sonora,Sonoran Skipper,Lepidoptera,Hesperiidae
7/21/2017,Argynnis hydaspe,Hydaspe Fritillary,Lepidoptera,Nymphalidae
7/21/2017,Vanessa virginiensis,American Lady,Lepidoptera,Nymphalidae
7/21/2017,Papilio multicaudata,Two-tailed Swallowtail,Lepidoptera,Papilionidae
7/29/2017,Lestes dryas,Emerald Spreadwing,Odonata,Lestidae
7/30/2017,Libellula quadrimaculata,Four-spotted Skimmer,Odonata,Libellulidae
7/30/2017,Leucorrhinia glacialis,Crimson-ringed Whiteface,Odonata,Libellulidae
7/30/2017,Vanessa virginiensis,American Lady,Lepidoptera,Nymphalidae
7/30/2017,Raphia frater,Brother Moth,Lepidoptera,Noctuidae
7/31/2017,Danaus plexippus,Monarch,Lepidoptera,Nymphalidae
7/31/2017,Danaus plexippus,Monarch,Lepidoptera,Nymphalidae
8/1/2017,Icaricia saepiolus,Greenish Blue,Lepidoptera,Lycaenidae
8/1/2017,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/2/2017,Camponotus laevissimus,Hairy Smooth Carpenter Ant,Hymenoptera,Formicidae
8/2/2017,Tharsalea editha,Edith's Copper,Lepidoptera,Lycaenidae
8/3/2017,Icaricia saepiolus,Greenish Blue,Lepidoptera,Lycaenidae
8/3/2017,Tharsalea editha,Edith's Copper,Lepidoptera,Lycaenidae
8/3/2017,Colias eurytheme,Orange Sulphur,Lepidoptera,Pieridae
8/3/2017,Icaricia saepiolus,Greenish Blue,Lepidoptera,Lycaenidae
8/3/2017,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/3/2017,Lycaena cupreus,Lustrous Copper,Lepidoptera,Lycaenidae
8/3/2017,Colias behrii,Sierra Sulphur,Lepidoptera,Pieridae
8/3/2017,Lycaena cupreus,Lustrous Copper,Lepidoptera,Lycaenidae
8/4/2017,Chrysochus cobaltinus,Cobalt Milkweed Beetle,Coleoptera,Chrysomelidae
8/5/2017,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
8/5/2017,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
8/8/2017,Agriades glandon,Arctic Blue,Lepidoptera,Lycaenidae
8/8/2017,Argynnis mormonia,Mormon Fritillary,Lepidoptera,Nymphalidae
8/12/2017,Colias behrii,Sierra Sulphur,Lepidoptera,Pieridae
8/13/2017,Coenonympha california,Common Ringlet,Lepidoptera,Nymphalidae
8/13/2017,Phyciodes mylitta,Mylitta Crescent,Lepidoptera,Nymphalidae
8/13/2017,Libellula quadrimaculata,Four-spotted Skimmer,Odonata,Libellulidae
8/21/2017,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
8/26/2017,Icaricia acmon,Acmon Blue,Lepidoptera,Lycaenidae
8/31/2017,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/15/2017,Bombus melanopygus,Black-tailed Bumble Bee,Hymenoptera,Apidae
9/19/2017,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/19/2017,Polygonia gracilis,Hoary Comma,Lepidoptera,Nymphalidae
9/20/2017,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/20/2017,Paradejeania rutilioides,Spiny Tachina Fly,Diptera,Tachinidae
9/20/2017,Pseudohemihyalea edwardsii,Edwards' Glassy-wing Moth,Lepidoptera,Erebidae
9/23/2017,Callophrys augustinus,Brown Elfin,Lepidoptera,Lycaenidae
9/28/2017,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
10/2/2017,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
10/2/2017,Atlides halesus,Great Purple Hairstreak,Lepidoptera,Lycaenidae
10/2/2017,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
10/2/2017,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
10/2/2017,Vanessa virginiensis,American Lady,Lepidoptera,Nymphalidae
10/2/2017,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
10/2/2017,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
10/2/2017,Phyciodes mylitta,Mylitta Crescent,Lepidoptera,Nymphalidae
10/2/2017,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
10/3/2017,Polygonia gracilis,Hoary Comma,Lepidoptera,Nymphalidae
10/6/2017,Paradejeania rutilioides,Spiny Tachina Fly,Diptera,Tachinidae
10/6/2017,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
10/6/2017,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
10/12/2017,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
10/14/2017,Anabrus simplex,Mormon Cricket,Orthoptera,Tettigoniidae
10/15/2017,Pseudohemihyalea edwardsii,Edwards' Glassy-wing Moth,Lepidoptera,Erebidae
10/17/2017,Archilestes grandis,Great Spreadwing,Odonata,Lestidae
10/24/2017,Vanessa cardui,Painted Lady,Lepidoptera,Nymphalidae
10/24/2017,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
10/25/2017,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
10/25/2017,Vanessa virginiensis,American Lady,Lepidoptera,Nymphalidae
10/26/2017,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
10/30/2017,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
10/31/2017,Anabrus simplex,Mormon Cricket,Orthoptera,Tettigoniidae
11/11/2017,Vanessa cardui,Painted Lady,Lepidoptera,Nymphalidae
11/24/2017,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
1/4/2018,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
3/11/2018,Heteroecus pacificus,Beaked Spindle Gall Wasp,Hymenoptera,Cynipidae
3/31/2018,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
3/31/2018,Liometopum occidentale,Western Velvety Tree Ant,Hymenoptera,Formicidae
3/31/2018,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
4/21/2018,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
4/22/2018,Enoclerus sphegeus,Red-bellied Clerid,Coleoptera,Cleridae
4/23/2018,Bombus melanopygus,Black-tailed Bumble Bee,Hymenoptera,Apidae
5/7/2018,Euchloe ausonides,Large Marble,Lepidoptera,Pieridae
5/8/2018,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
5/8/2018,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
5/8/2018,Erynnis propertius,Propertius Duskywing,Lepidoptera,Hesperiidae
5/8/2018,Polygonia gracilis,Hoary Comma,Lepidoptera,Nymphalidae
5/9/2018,Orthosia pulchella,,Lepidoptera,Noctuidae
5/10/2018,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
5/10/2018,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/10/2018,Euchloe ausonides,Large Marble,Lepidoptera,Pieridae
5/11/2018,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
5/16/2018,Liometopum occidentale,Western Velvety Tree Ant,Hymenoptera,Formicidae
5/17/2018,Erynnis propertius,Propertius Duskywing,Lepidoptera,Hesperiidae
5/18/2018,Cicindela oregona,Western Tiger Beetle,Coleoptera,Carabidae
5/18/2018,Papilio zelicaon,Anise Swallowtail,Lepidoptera,Papilionidae
5/18/2018,Vanessa virginiensis,American Lady,Lepidoptera,Nymphalidae
5/19/2018,Alypia langtoni,Langton's Forester,Lepidoptera,Noctuidae
5/19/2018,Heteroecus pacificus,Beaked Spindle Gall Wasp,Hymenoptera,Cynipidae
5/19/2018,Libellula pulchella,Twelve-spotted Skimmer,Odonata,Libellulidae
5/20/2018,Erynnis propertius,Propertius Duskywing,Lepidoptera,Hesperiidae
5/20/2018,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/20/2018,Enoclerus lecontei,Blackbellied Clerid,Coleoptera,Cleridae
5/20/2018,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
5/20/2018,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/22/2018,Camponotus modoc,Western Black Carpenter Ant,Hymenoptera,Formicidae
5/23/2018,Liometopum luctuosum,,Hymenoptera,Formicidae
5/24/2018,Erynnis propertius,Propertius Duskywing,Lepidoptera,Hesperiidae
5/24/2018,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
5/24/2018,Limenitis lorquini,Lorquin's Admiral,Lepidoptera,Nymphalidae
5/24/2018,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae
5/24/2018,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
5/26/2018,Deretaphrus oregonensis,,Coleoptera,Bothrideridae
5/27/2018,Limenitis lorquini,Lorquin's Admiral,Lepidoptera,Nymphalidae
5/27/2018,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/28/2018,Argia vivida,Vivid Dancer,Odonata,Coenagrionidae
5/30/2018,Trichodes ornatus,Ornate Checkered Beetle,Coleoptera,Cleridae
5/31/2018,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
5/31/2018,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
5/31/2018,Phyciodes mylitta,Mylitta Crescent,Lepidoptera,Nymphalidae
5/31/2018,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
6/1/2018,Papilio zelicaon,Anise Swallowtail,Lepidoptera,Papilionidae
6/1/2018,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae
6/3/2018,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/3/2018,Bombus insularis,Indiscriminate Cuckoo Bumble Bee,Hymenoptera,Apidae
6/3/2018,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
6/4/2018,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
6/7/2018,Platycotis vittata,Oak Treehopper,Hemiptera,Membracidae
6/8/2018,Platycotis vittata,Oak Treehopper,Hemiptera,Membracidae
6/8/2018,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
6/8/2018,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/8/2018,Alaus melanops,Western Eyed Click Beetle,Coleoptera,Elateridae
6/10/2018,Platycotis vittata,Oak Treehopper,Hemiptera,Membracidae
6/10/2018,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
6/10/2018,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
6/10/2018,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
6/11/2018,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
6/11/2018,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
6/11/2018,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
6/11/2018,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
6/12/2018,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/12/2018,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/14/2018,Trichodes ornatus,Ornate Checkered Beetle,Coleoptera,Cleridae
6/14/2018,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
6/14/2018,Euphydryas editha,Edith's Checkerspot,Lepidoptera,Nymphalidae
6/14/2018,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
6/14/2018,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae
6/14/2018,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
6/14/2018,Libellula quadrimaculata,Four-spotted Skimmer,Odonata,Libellulidae
6/14/2018,Plathemis lydia,Common Whitetail,Odonata,Libellulidae
6/15/2018,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
6/15/2018,Boloria epithore,Pacific Fritillary,Lepidoptera,Nymphalidae
6/15/2018,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
6/15/2018,Erynnis propertius,Propertius Duskywing,Lepidoptera,Hesperiidae
6/15/2018,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/17/2018,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/19/2018,Satyrium californica,California Hairstreak,Lepidoptera,Lycaenidae
6/19/2018,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
6/19/2018,Satyrium californica,California Hairstreak,Lepidoptera,Lycaenidae
6/19/2018,Trimerotropis fontana,Fontana Grasshopper,Orthoptera,Acrididae
6/19/2018,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
6/19/2018,Phyciodes mylitta,Mylitta Crescent,Lepidoptera,Nymphalidae
6/20/2018,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
6/21/2018,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
6/22/2018,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
6/23/2018,Satyrium californica,California Hairstreak,Lepidoptera,Lycaenidae
6/23/2018,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
6/23/2018,Satyrium californica,California Hairstreak,Lepidoptera,Lycaenidae
6/24/2018,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
6/24/2018,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae
6/24/2018,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/28/2018,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
6/28/2018,Phyciodes mylitta,Mylitta Crescent,Lepidoptera,Nymphalidae
6/28/2018,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
6/29/2018,Tharsalea editha,Edith's Copper,Lepidoptera,Lycaenidae
6/29/2018,Icaricia saepiolus,Greenish Blue,Lepidoptera,Lycaenidae
6/29/2018,Icaricia lupini,Lupine Blue,Lepidoptera,Lycaenidae
6/29/2018,Lycaena cupreus,Lustrous Copper,Lepidoptera,Lycaenidae
6/29/2018,Polites sabuleti,Sandhill Skipper,Lepidoptera,Hesperiidae
6/29/2018,Lestes dryas,Emerald Spreadwing,Odonata,Lestidae
7/2/2018,Libellula quadrimaculata,Four-spotted Skimmer,Odonata,Libellulidae
7/3/2018,Pontia protodice,Checkered White,Lepidoptera,Pieridae
7/3/2018,Phyciodes mylitta,Mylitta Crescent,Lepidoptera,Nymphalidae
7/3/2018,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
7/4/2018,Satyrium saepium,Hedgerow Hairstreak,Lepidoptera,Lycaenidae
7/5/2018,Polyphylla decemlineata,Ten-lined June Beetle,Coleoptera,Scarabaeidae
7/5/2018,Erynnis propertius,Propertius Duskywing,Lepidoptera,Hesperiidae
7/6/2018,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
7/7/2018,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
7/8/2018,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
7/9/2018,Pachyta armata,,Coleoptera,Cerambycidae
7/10/2018,Lygaeus kalmii,Small Milkweed Bug,Hemiptera,Lygaeidae
7/11/2018,Nymphalis antiopa,Mourning Cloak,Lepidoptera,Nymphalidae
7/11/2018,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
7/11/2018,Vanessa virginiensis,American Lady,Lepidoptera,Nymphalidae
7/11/2018,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
7/13/2018,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
7/13/2018,Nymphalis antiopa,Mourning Cloak,Lepidoptera,Nymphalidae
7/13/2018,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
7/13/2018,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
7/13/2018,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
7/13/2018,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
7/14/2018,Papilio zelicaon,Anise Swallowtail,Lepidoptera,Papilionidae
7/16/2018,Epargyreus clarus,Silver-spotted Skipper,Lepidoptera,Hesperiidae
7/16/2018,Polites sonora,Sonoran Skipper,Lepidoptera,Hesperiidae
7/16/2018,Tharsalea editha,Edith's Copper,Lepidoptera,Lycaenidae
7/16/2018,Tharsalea editha,Edith's Copper,Lepidoptera,Lycaenidae
7/16/2018,Libellula quadrimaculata,Four-spotted Skimmer,Odonata,Libellulidae
7/16/2018,Lestes dryas,Emerald Spreadwing,Odonata,Lestidae
7/16/2018,Libellula pulchella,Twelve-spotted Skimmer,Odonata,Libellulidae
7/16/2018,Lycaena cupreus,Lustrous Copper,Lepidoptera,Lycaenidae
7/16/2018,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
7/17/2018,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
7/17/2018,Podabrus pruinosus,Downy Leather-winged Beetle,Coleoptera,Cantharidae
7/17/2018,Heteroecus pacificus,Beaked Spindle Gall Wasp,Hymenoptera,Cynipidae
7/21/2018,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
7/23/2018,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae
7/24/2018,Danaus plexippus,Monarch,Lepidoptera,Nymphalidae
7/25/2018,Lestes dryas,Emerald Spreadwing,Odonata,Lestidae
7/25/2018,Boloria epithore,Pacific Fritillary,Lepidoptera,Nymphalidae
7/25/2018,Argynnis hydaspe,Hydaspe Fritillary,Lepidoptera,Nymphalidae
7/27/2018,Lycaena cupreus,Lustrous Copper,Lepidoptera,Lycaenidae
7/28/2018,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
7/28/2018,Polites sonora,Sonoran Skipper,Lepidoptera,Hesperiidae
7/28/2018,Polites sonora,Sonoran Skipper,Lepidoptera,Hesperiidae
7/28/2018,Tharsalea editha,Edith's Copper,Lepidoptera,Lycaenidae
7/28/2018,Tharsalea editha,Edith's Copper,Lepidoptera,Lycaenidae
7/28/2018,Tharsalea editha,Edith's Copper,Lepidoptera,Lycaenidae
7/28/2018,Polygonia gracilis,Hoary Comma,Lepidoptera,Nymphalidae
7/28/2018,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
7/28/2018,Limenitis lorquini,Lorquin's Admiral,Lepidoptera,Nymphalidae
